ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0005874	microtubule	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	8.33	14.83	3.52504190549e-09	9.42948709718e-08	3.77179483887e-07
GO:0099081	supramolecular polymer	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	8.33	14.83	3.52504190549e-09	9.42948709718e-08	3.77179483887e-07
GO:0099512	supramolecular fiber	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	8.33	14.83	3.52504190549e-09	9.42948709718e-08	3.77179483887e-07
GO:0099513	polymeric cytoskeletal fiber	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	8.33	14.83	3.52504190549e-09	9.42948709718e-08	3.77179483887e-07
GO:0099080	supramolecular complex	57	13	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_320014000,	22.8	4.27	5.46	6.2459269216e-06	0.000133662836122	0.000668314180611
GO:0016021	integral component of membrane	252	26	LINF_020008000,LINF_060008400,LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_130017100,LINF_140012900,LINF_140013000,LINF_240020050,LINF_290014600,LINF_290014900,LINF_310019500,LINF_310019600,LINF_330027100,LINF_340032300,LINF_340039100,LINF_360072800,LINF_360072900,LINF_360073000,LINF_360073100,LINF_360073200,LINF_360073300,LINF_360073400,LINF_360073500,LINF_360073600,	10.3	1.93	2.16	0.00078711770543	0.0135558391106	0.0842215944811
GO:0031224	intrinsic component of membrane	254	26	LINF_020008000,LINF_060008400,LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_130017100,LINF_140012900,LINF_140013000,LINF_240020050,LINF_290014600,LINF_290014900,LINF_310019500,LINF_310019600,LINF_330027100,LINF_340032300,LINF_340039100,LINF_360072800,LINF_360072900,LINF_360073000,LINF_360073100,LINF_360073200,LINF_360073300,LINF_360073400,LINF_360073500,LINF_360073600,	10.2	1.92	2.14	0.000886830596023	0.0135558391106	0.0948908737745
GO:0005840	ribosome	186	20	LINF_150009100,LINF_150009200,LINF_150019500,LINF_150019600,LINF_210018200,LINF_210018300,LINF_280034700,LINF_280034800,LINF_300011800,LINF_300011900,LINF_300012000,LINF_330016500,LINF_340033900,LINF_350023700,LINF_350023800,LINF_350023900,LINF_350024100,LINF_360015100,LINF_360015200,LINF_360041100,	10.8	2.01	2.23	0.00194337869834	0.0259926900904	0.207941520723
GO:0070258	inner membrane pellicle complex	2	2	LINF_360072800,LINF_360073200,	100.0	18.74	inf	0.00283784314066	0.0337388017835	0.303649216051
GO:0005886	plasma membrane	51	8	LINF_100008900,LINF_110012300,LINF_280025700,LINF_280025800,LINF_340011100,LINF_360072800,LINF_360073200,LINF_360073600,	15.7	2.94	3.37	0.00508611642257	0.0532077585163	0.544214457215
GO:0016020	membrane	549	43	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,LINF_020008000,LINF_060008400,LINF_060019200,LINF_100008900,LINF_110012300,LINF_110018150,LINF_110018350,LINF_110018700,LINF_130017100,LINF_140012900,LINF_140013000,LINF_220005000,LINF_240020050,LINF_260023800,LINF_280025700,LINF_280025800,LINF_290014600,LINF_290014900,LINF_290032800,LINF_310019500,LINF_310019600,LINF_310039500,LINF_310039600,LINF_330013700,LINF_330027100,LINF_340011100,LINF_340032300,LINF_340039100,LINF_350041200,LINF_360072800,LINF_360072900,LINF_360073000,LINF_360073100,LINF_360073200,LINF_360073300,LINF_360073400,LINF_360073500,LINF_360073600,	7.8	1.47	1.61	0.00546995648298	0.0532077585163	0.585285343679
GO:0020039	pellicle	3	2	LINF_360072800,LINF_360073200,	66.7	12.49	35.74	0.00821283855935	0.0732311438208	0.87877372585
GO:0051286	cell tip	36	6	LINF_300012300,LINF_350027400,LINF_350027500,LINF_360072800,LINF_360073200,LINF_360073600,	16.7	3.12	3.61	0.0109847379692	0.0894578454121	1.0
GO:0015630	microtubule cytoskeleton	176	17	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_290019300,LINF_350016600,LINF_350016700,LINF_350027400,LINF_350027500,	9.7	1.81	1.96	0.0120394895923	0.0894578454121	1.0
GO:0060187	cell pole	37	6	LINF_300012300,LINF_350027400,LINF_350027500,LINF_360072800,LINF_360073200,LINF_360073600,	16.2	3.04	3.49	0.0125408194503	0.0894578454121	1.0
GO:0071944	cell periphery	71	8	LINF_100008900,LINF_110012300,LINF_280025700,LINF_280025800,LINF_340011100,LINF_360072800,LINF_360073200,LINF_360073600,	11.3	2.11	2.29	0.0340813244489	0.227918857252	1.0
