ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0004672	protein kinase activity	210	18	LINF_020006200,LINF_070015200,LINF_150015500,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_300040500,LINF_320018600,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360030000,LINF_360054700,LINF_360054800,	8.6	3.3	3.94	6.04207051939e-06	0.000918394718948	0.000918394718948
GO:0008553	P-type proton-exporting transporter activity	3	3	LINF_180020600,LINF_180020700,LINF_180020800,	100.0	38.52	inf	1.70977863191e-05	0.00121953215338	0.00259886352051
GO:0016773	phosphotransferase activity, alcohol group as acceptor	257	19	LINF_020006200,LINF_070015200,LINF_110016000,LINF_150015500,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_300040500,LINF_320018600,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360030000,LINF_360054700,LINF_360054800,	7.4	2.85	3.35	2.77467715056e-05	0.00121953215338	0.00421750926884
GO:0043167	ion binding	1143	50	LINF_020006000,LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_180018700,LINF_180018900,LINF_180019900,LINF_190010800,LINF_190018400,LINF_220010400,LINF_220013300,LINF_220013400,LINF_230007900,LINF_240019200,LINF_240019300,LINF_250013300,LINF_280019900,LINF_290007800,LINF_300026200,LINF_300027400,LINF_300039400,LINF_300040500,LINF_300041300,LINF_320018600,LINF_330011700,LINF_340016200,LINF_340040300,LINF_350014900,LINF_350015100,LINF_350028500,LINF_350030800,LINF_350050300,LINF_350055600,LINF_350057500,LINF_350057600,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	4.4	1.68	2.19	3.20929514046e-05	0.00121953215338	0.00487812861351
GO:1901363	heterocyclic compound binding	1368	55	LINF_040006300,LINF_050012800,LINF_070015200,LINF_090005900,LINF_090006000,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180006700,LINF_180006800,LINF_180011700,LINF_180019600,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_240021200,LINF_290007800,LINF_290019300,LINF_290019800,LINF_290020000,LINF_290020300,LINF_300027300,LINF_300040500,LINF_300041300,LINF_310016000,LINF_310016400,LINF_320018600,LINF_330019100,LINF_330022900,LINF_340016200,LINF_340040300,LINF_350013300,LINF_350015100,LINF_350027200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350055900,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	4.0	1.55	2.01	0.000121934781108	0.00308901445473	0.0185340867284
GO:0097159	organic cyclic compound binding	1368	55	LINF_040006300,LINF_050012800,LINF_070015200,LINF_090005900,LINF_090006000,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180006700,LINF_180006800,LINF_180011700,LINF_180019600,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_240021200,LINF_290007800,LINF_290019300,LINF_290019800,LINF_290020000,LINF_290020300,LINF_300027300,LINF_300040500,LINF_300041300,LINF_310016000,LINF_310016400,LINF_320018600,LINF_330019100,LINF_330022900,LINF_340016200,LINF_340040300,LINF_350013300,LINF_350015100,LINF_350027200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350055900,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	4.0	1.55	2.01	0.000121934781108	0.00308901445473	0.0185340867284
GO:0016301	kinase activity	290	19	LINF_020006200,LINF_070015200,LINF_110016000,LINF_150015500,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_300040500,LINF_320018600,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360030000,LINF_360054700,LINF_360054800,	6.6	2.52	2.92	0.000144576403549	0.00313937333421	0.0219756133395
GO:0015662	P-type ion transporter activity	6	3	LINF_180020600,LINF_180020700,LINF_180020800,	50.0	19.26	38.41	0.000322833122644	0.00545229273799	0.0490706346419
GO:0140358	P-type transmembrane transporter activity	6	3	LINF_180020600,LINF_180020700,LINF_180020800,	50.0	19.26	38.41	0.000322833122644	0.00545229273799	0.0490706346419
GO:0005488	binding	2311	79	LINF_010005300,LINF_020006000,LINF_020006200,LINF_040006300,LINF_050012800,LINF_070015200,LINF_090005900,LINF_090006000,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_150017800,LINF_170018300,LINF_180006700,LINF_180006800,LINF_180011700,LINF_180018700,LINF_180018900,LINF_180019600,LINF_180019900,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_220010400,LINF_220013300,LINF_220013400,LINF_230007900,LINF_240019200,LINF_240019300,LINF_240021200,LINF_250013300,LINF_280019900,LINF_290007800,LINF_290016900,LINF_290019300,LINF_290019800,LINF_290020000,LINF_290020300,LINF_300026200,LINF_300027300,LINF_300027400,LINF_300039400,LINF_300040500,LINF_300041300,LINF_310016000,LINF_310016400,LINF_310018600,LINF_310023300,LINF_320018600,LINF_330011700,LINF_330019100,LINF_330022900,LINF_330027300,LINF_340016200,LINF_340040300,LINF_350013300,LINF_350014900,LINF_350015100,LINF_350027200,LINF_350028500,LINF_350030800,LINF_350050300,LINF_350055600,LINF_350055900,LINF_350057500,LINF_350057600,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.4	1.32	1.88	0.000402395558071	0.00611641248268	0.0611641248268
GO:0043169	cation binding	349	20	LINF_020006000,LINF_180018700,LINF_180018900,LINF_180019900,LINF_220013300,LINF_220013400,LINF_240019200,LINF_240019300,LINF_250013300,LINF_280019900,LINF_300026200,LINF_300027400,LINF_300039400,LINF_300041300,LINF_330011700,LINF_340040300,LINF_350014900,LINF_350015100,LINF_350050300,LINF_350057600,	5.7	2.21	2.52	0.000571959109882	0.00790343497292	0.0869377847021
GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	8	3	LINF_180020600,LINF_180020700,LINF_180020800,	37.5	14.44	23.03	0.000870007308836	0.0110200925786	0.132241110943
GO:0046872	metal ion binding	339	19	LINF_020006000,LINF_180018700,LINF_180018900,LINF_180019900,LINF_220013300,LINF_220013400,LINF_240019200,LINF_240019300,LINF_280019900,LINF_300026200,LINF_300027400,LINF_300039400,LINF_300041300,LINF_330011700,LINF_340040300,LINF_350014900,LINF_350015100,LINF_350050300,LINF_350057600,	5.6	2.16	2.45	0.00104308272594	0.0121960441802	0.158548574343
GO:0003674	molecular function	3519	106	LINF_010005300,LINF_020006000,LINF_020006200,LINF_040006300,LINF_050012800,LINF_050015100,LINF_070015200,LINF_090005900,LINF_090006000,LINF_110016000,LINF_130012000,LINF_130017100,LINF_130021100,LINF_140015200,LINF_150008600,LINF_150015400,LINF_150015500,LINF_150017800,LINF_170018300,LINF_180006700,LINF_180006800,LINF_180011700,LINF_180018700,LINF_180018900,LINF_180019600,LINF_180019900,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_190021000,LINF_210018200,LINF_210018300,LINF_220008400,LINF_220010400,LINF_220013300,LINF_220013400,LINF_230007900,LINF_240019200,LINF_240019300,LINF_240021200,LINF_240023800,LINF_250013300,LINF_250014900,LINF_260011600,LINF_260021100,LINF_270010200,LINF_280019900,LINF_290007800,LINF_290016900,LINF_290019300,LINF_290019800,LINF_290020000,LINF_290020300,LINF_290021300,LINF_290023600,LINF_290032100,LINF_300026200,LINF_300027300,LINF_300027400,LINF_300039400,LINF_300040500,LINF_300041300,LINF_310012900,LINF_310016000,LINF_310016400,LINF_310018600,LINF_310023300,LINF_320018600,LINF_320021200,LINF_330008300,LINF_330011700,LINF_330019100,LINF_330022900,LINF_330027300,LINF_340011700,LINF_340016200,LINF_340033900,LINF_340040300,LINF_350013300,LINF_350014900,LINF_350015100,LINF_350016600,LINF_350016700,LINF_350026800,LINF_350027200,LINF_350028500,LINF_350030800,LINF_350050300,LINF_350055600,LINF_350055900,LINF_350057500,LINF_350057600,LINF_360012800,LINF_360018400,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360041100,LINF_360054700,LINF_360054800,LINF_360077100,	3.0	1.16	2.04	0.00138189541257	0.0150034359078	0.21004810271
GO:0019829	ATPase-coupled cation transmembrane transporter activity	11	3	LINF_180020600,LINF_180020700,LINF_180020800,	27.3	10.5	14.39	0.00242087329214	0.024531516027	0.367972740406
GO:0016772	transferase activity, transferring phosphorus-containing groups	369	19	LINF_020006200,LINF_070015200,LINF_110016000,LINF_150015500,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_300040500,LINF_320018600,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360030000,LINF_360054700,LINF_360054800,	5.1	1.98	2.22	0.00281027411391	0.0266976040821	0.427161665314
GO:0000104	succinate dehydrogenase activity	4	2	LINF_350016600,LINF_350016700,	50.0	19.26	38.1	0.00387781023361	0.0346721856182	0.589427155509
GO:0005524	ATP binding	636	27	LINF_050012800,LINF_070015200,LINF_110016000,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	4.2	1.64	1.84	0.00583566869218	0.0492789800673	0.887021641211
GO:0032559	adenyl ribonucleotide binding	649	27	LINF_050012800,LINF_070015200,LINF_110016000,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	4.2	1.6	1.8	0.00765713194402	0.060614129009	1.0
GO:0030554	adenyl nucleotide binding	651	27	LINF_050012800,LINF_070015200,LINF_110016000,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	4.1	1.6	1.79	0.00797554329065	0.060614129009	1.0
GO:0004674	protein serine/threonine kinase activity	32	4	LINF_020006200,LINF_360012800,LINF_360054700,LINF_360054800,	12.5	4.81	5.5	0.00887377105169	0.0642291999932	1.0
GO:0140096	catalytic activity, acting on a protein	506	22	LINF_020006200,LINF_070015200,LINF_150015500,LINF_150017800,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_250014900,LINF_260011600,LINF_270010200,LINF_300040500,LINF_320018600,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360030000,LINF_360054700,LINF_360054800,	4.3	1.67	1.85	0.0100519684888	0.0673910205433	1.0
GO:0020037	heme binding	18	3	LINF_300041300,LINF_340040300,LINF_350013300,	16.7	6.42	7.66	0.0104845839502	0.0673910205433	1.0
GO:1901265	nucleoside phosphate binding	865	33	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_290007800,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.8	1.47	1.66	0.0113590484557	0.0673910205433	1.0
GO:0000166	nucleotide binding	865	33	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_290007800,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.8	1.47	1.66	0.0113590484557	0.0673910205433	1.0
GO:0016491	oxidoreductase activity	248	13	LINF_190021000,LINF_220008400,LINF_260021100,LINF_290007800,LINF_300026200,LINF_300041300,LINF_330011700,LINF_340011700,LINF_340040300,LINF_350013300,LINF_350016600,LINF_350016700,LINF_350030800,	5.2	2.02	2.2	0.0115274114087	0.0673910205433	1.0
GO:0016879	ligase activity, forming carbon-nitrogen bonds	19	3	LINF_140015200,LINF_230007900,LINF_290021300,	15.8	6.08	7.18	0.012217800895	0.0687816939273	1.0
GO:0046906	tetrapyrrole binding	20	3	LINF_300041300,LINF_340040300,LINF_350013300,	15.0	5.78	6.76	0.0141056360274	0.075761941347	1.0
GO:0042626	ATPase-coupled transmembrane transporter activity	56	5	LINF_150015400,LINF_180020600,LINF_180020700,LINF_180020800,LINF_340016200,	8.9	3.44	3.79	0.0144545809149	0.075761941347	1.0
GO:0036094	small molecule binding	898	33	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_180020600,LINF_180020700,LINF_180020800,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_290007800,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.7	1.42	1.58	0.0193801500154	0.0907118031919	1.0
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	9	2	LINF_220008400,LINF_260021100,	22.2	8.56	10.88	0.0213658425219	0.0907118031919	1.0
GO:0050242	pyruvate, phosphate dikinase activity	1	1	LINF_110016000,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0000034	adenine deaminase activity	1	1	LINF_350026800,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0016784	3-mercaptopyruvate sulfurtransferase activity	1	1	LINF_050015100,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	1	1	LINF_290021300,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0004363	glutathione synthase activity	1	1	LINF_140015200,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0016781	phosphotransferase activity, paired acceptors	1	1	LINF_110016000,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0016703	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)	1	1	LINF_340011700,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0015645	fatty acid ligase activity	1	1	LINF_240023800,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0018580	nitronate monooxygenase activity	1	1	LINF_340011700,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0004657	proline dehydrogenase activity	1	1	LINF_260021100,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0004467	long-chain fatty acid-CoA ligase activity	1	1	LINF_240023800,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0004428	obsolete inositol or phosphatidylinositol kinase activity	1	1	LINF_020006200,	100.0	38.52	inf	0.0259633216564	0.0907118031919	1.0
GO:0004497	monooxygenase activity	10	2	LINF_300041300,LINF_340011700,	20.0	7.7	9.51	0.0262586798713	0.0907118031919	1.0
GO:0022853	active ion transmembrane transporter activity	26	3	LINF_180020600,LINF_180020700,LINF_180020800,	11.5	4.44	4.99	0.0287470036223	0.0971009900132	1.0
GO:0032553	ribonucleotide binding	791	29	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.7	1.41	1.56	0.0296585383272	0.0980021266465	1.0
GO:0015399	primary active transmembrane transporter activity	68	5	LINF_150015400,LINF_180020600,LINF_180020700,LINF_180020800,LINF_340016200,	7.4	2.83	3.06	0.0308842120264	0.0998808559151	1.0
GO:0097367	carbohydrate derivative binding	797	29	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.6	1.4	1.54	0.0324567834485	0.102779814254	1.0
GO:0035639	purine ribonucleoside triphosphate binding	765	28	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.7	1.41	1.55	0.0332780663048	0.103229919966	1.0
GO:0043168	anion binding	843	30	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_290007800,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350030800,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.6	1.37	1.5	0.0386437886861	0.117477117606	1.0
GO:0032555	purine ribonucleotide binding	778	28	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.6	1.39	1.52	0.0403128151654	0.12014799814	1.0
GO:0017076	purine nucleotide binding	781	28	LINF_050012800,LINF_070015200,LINF_110016000,LINF_130021100,LINF_140015200,LINF_150015400,LINF_150015500,LINF_170018300,LINF_180011700,LINF_190010800,LINF_190018400,LINF_220010400,LINF_230007900,LINF_300040500,LINF_320018600,LINF_340016200,LINF_350028500,LINF_350055600,LINF_350057500,LINF_360012800,LINF_360021400,LINF_360021500,LINF_360027100,LINF_360027200,LINF_360030000,LINF_360037500,LINF_360054700,LINF_360054800,	3.6	1.38	1.51	0.0420862095589	0.123021227941	1.0
GO:0016877	ligase activity, forming carbon-sulfur bonds	13	2	LINF_150017800,LINF_240023800,	15.4	5.93	6.91	0.0432690654743	0.12409241419	1.0
GO:0016874	ligase activity	75	5	LINF_140015200,LINF_150017800,LINF_230007900,LINF_240023800,LINF_290021300,	6.7	2.57	2.75	0.0443737290364	0.12490382988	1.0
