ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0099512	supramolecular fiber	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	23.7	48.07	1.24258522127e-14	2.98220453106e-13	1.19288181242e-12
GO:0099081	supramolecular polymer	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	23.7	48.07	1.24258522127e-14	2.98220453106e-13	1.19288181242e-12
GO:0005874	microtubule	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	23.7	48.07	1.24258522127e-14	2.98220453106e-13	1.19288181242e-12
GO:0099513	polymeric cytoskeletal fiber	27	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	44.4	23.7	48.07	1.24258522127e-14	2.98220453106e-13	1.19288181242e-12
GO:0099080	supramolecular complex	57	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	21.1	11.23	15.92	3.20219108657e-10	6.14820688621e-09	3.0741034431e-08
GO:0015630	microtubule cytoskeleton	176	15	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_300020100,LINF_330005500,LINF_360046700,	8.5	4.55	5.64	6.70122547902e-07	1.07219607664e-05	6.43317645986e-05
GO:0043232	intracellular non-membrane-bounded organelle	800	32	LINF_010009200,LINF_010009300,LINF_030014900,LINF_100007000,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017200,LINF_130017300,LINF_190005100,LINF_210023000,LINF_240026900,LINF_240027000,LINF_260006600,LINF_260006700,LINF_280034700,LINF_280034800,LINF_300020100,LINF_330005500,LINF_330016500,LINF_350049700,LINF_360046700,LINF_360058600,	4.0	2.13	2.82	9.74979721502e-06	0.000120183559629	0.000935980532642
GO:0043228	non-membrane-bounded organelle	801	32	LINF_010009200,LINF_010009300,LINF_030014900,LINF_100007000,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017200,LINF_130017300,LINF_190005100,LINF_210023000,LINF_240026900,LINF_240027000,LINF_260006600,LINF_260006700,LINF_280034700,LINF_280034800,LINF_300020100,LINF_330005500,LINF_330016500,LINF_350049700,LINF_360046700,LINF_360058600,	4.0	2.13	2.82	1.00152966357e-05	0.000120183559629	0.000961468477032
GO:0005856	cytoskeleton	351	19	LINF_100007000,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_210023000,LINF_300020100,LINF_330005500,LINF_350049700,LINF_360046700,LINF_360058600,	5.4	2.89	3.52	1.89024827932e-05	0.000201626483127	0.00181463834814
GO:0005622	intracellular anatomical structure	2696	69	LINF_010009200,LINF_010009300,LINF_030012400,LINF_030014900,LINF_040008500,LINF_070013700,LINF_080017300,LINF_090005600,LINF_100007000,LINF_120016900,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017000,LINF_130017200,LINF_130017300,LINF_140012800,LINF_180012600,LINF_180017000,LINF_180017600,LINF_180017700,LINF_190005100,LINF_200008100,LINF_210023000,LINF_230008700,LINF_240009400,LINF_240026900,LINF_240027000,LINF_240027300,LINF_240027800,LINF_250027000,LINF_260006600,LINF_260006700,LINF_260007400,LINF_260023800,LINF_260032800,LINF_270005700,LINF_270017500,LINF_270026200,LINF_280034700,LINF_280034800,LINF_290023500,LINF_290031500,LINF_290032800,LINF_300019600,LINF_300020100,LINF_300035000,LINF_300035200,LINF_320021100,LINF_330005500,LINF_330016500,LINF_340025100,LINF_350042100,LINF_350049700,LINF_350049800,LINF_360036500,LINF_360043000,LINF_360046700,LINF_360058600,LINF_360063600,	2.6	1.36	2.55	4.25055685081e-05	0.000408053457677	0.00408053457677
GO:0043229	intracellular organelle	1818	52	LINF_010009200,LINF_010009300,LINF_030012400,LINF_030014900,LINF_040008500,LINF_080017300,LINF_090005600,LINF_100007000,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017200,LINF_130017300,LINF_180012600,LINF_190005100,LINF_210023000,LINF_230008700,LINF_240009400,LINF_240026900,LINF_240027000,LINF_240027800,LINF_250027000,LINF_260006600,LINF_260006700,LINF_260023800,LINF_260032800,LINF_270005700,LINF_270017500,LINF_280034700,LINF_280034800,LINF_290032800,LINF_300020100,LINF_300035000,LINF_300035200,LINF_320021100,LINF_330005500,LINF_330016500,LINF_340025100,LINF_350042100,LINF_350049700,LINF_360036500,LINF_360046700,LINF_360058600,	2.9	1.53	2.26	9.33978507511e-05	0.000815108515646	0.0089661936721
GO:0043226	organelle	1996	54	LINF_010009200,LINF_010009300,LINF_030012400,LINF_030014900,LINF_040008500,LINF_080017300,LINF_090005600,LINF_100007000,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017200,LINF_130017300,LINF_180012600,LINF_190005100,LINF_210023000,LINF_230008700,LINF_240009400,LINF_240026900,LINF_240027000,LINF_240027800,LINF_250027000,LINF_260006600,LINF_260006700,LINF_260023800,LINF_260032800,LINF_270005700,LINF_270017500,LINF_280034700,LINF_280034800,LINF_290023500,LINF_290032800,LINF_300020100,LINF_300035000,LINF_300035200,LINF_320021100,LINF_330005500,LINF_330016500,LINF_340025100,LINF_350042100,LINF_350049700,LINF_350049800,LINF_360036500,LINF_360046700,LINF_360058600,	2.7	1.44	2.12	0.000308938503733	0.00247150802986	0.0296580963584
GO:0005840	ribosome	186	11	LINF_010009200,LINF_010009300,LINF_130017200,LINF_130017300,LINF_240026900,LINF_240027000,LINF_260006600,LINF_260006700,LINF_280034700,LINF_280034800,LINF_330016500,	5.9	3.15	3.6	0.000632627414182	0.0046717101355	0.0607322317615
GO:0110165	cellular anatomical entity	3051	71	LINF_010009200,LINF_010009300,LINF_030008500,LINF_030012400,LINF_030014900,LINF_040008500,LINF_070013700,LINF_080017300,LINF_090005600,LINF_100007000,LINF_120016900,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017000,LINF_130017200,LINF_130017300,LINF_140012800,LINF_180012600,LINF_180017000,LINF_180017600,LINF_180017700,LINF_190005100,LINF_200008100,LINF_210023000,LINF_230008700,LINF_240009400,LINF_240026900,LINF_240027000,LINF_240027300,LINF_240027800,LINF_250027000,LINF_260006600,LINF_260006700,LINF_260007400,LINF_260023800,LINF_260032800,LINF_270005700,LINF_270017500,LINF_270026200,LINF_280034700,LINF_280034800,LINF_290023500,LINF_290031500,LINF_290032800,LINF_300019600,LINF_300020100,LINF_300035000,LINF_300035200,LINF_320021100,LINF_330005500,LINF_330016500,LINF_340025100,LINF_350042100,LINF_350049700,LINF_350049800,LINF_360036500,LINF_360043000,LINF_360046700,LINF_360058600,LINF_360063600,LINF_360067500,	2.3	1.24	2.12	0.00131535710634	0.00901959158635	0.126274282209
GO:0044424	obsolete intracellular part	1410	40	LINF_010009200,LINF_010009300,LINF_030012400,LINF_030014900,LINF_040008500,LINF_070013700,LINF_080017300,LINF_100007000,LINF_120016900,LINF_130017000,LINF_130017200,LINF_130017300,LINF_140012800,LINF_180012600,LINF_180017000,LINF_180017600,LINF_180017700,LINF_190005100,LINF_200008100,LINF_240026900,LINF_240027000,LINF_240027300,LINF_260006600,LINF_260006700,LINF_260007400,LINF_270005700,LINF_270026200,LINF_280034700,LINF_280034800,LINF_290023500,LINF_290031500,LINF_290032800,LINF_300019600,LINF_330016500,LINF_350049700,LINF_350049800,LINF_360036500,LINF_360043000,LINF_360058600,LINF_360063600,	2.8	1.51	1.94	0.00160658950525	0.0102821728336	0.154232592504
GO:0005575	cellular component	3094	71	LINF_010009200,LINF_010009300,LINF_030008500,LINF_030012400,LINF_030014900,LINF_040008500,LINF_070013700,LINF_080017300,LINF_090005600,LINF_100007000,LINF_120016900,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_130017000,LINF_130017200,LINF_130017300,LINF_140012800,LINF_180012600,LINF_180017000,LINF_180017600,LINF_180017700,LINF_190005100,LINF_200008100,LINF_210023000,LINF_230008700,LINF_240009400,LINF_240026900,LINF_240027000,LINF_240027300,LINF_240027800,LINF_250027000,LINF_260006600,LINF_260006700,LINF_260007400,LINF_260023800,LINF_260032800,LINF_270005700,LINF_270017500,LINF_270026200,LINF_280034700,LINF_280034800,LINF_290023500,LINF_290031500,LINF_290032800,LINF_300019600,LINF_300020100,LINF_300035000,LINF_300035200,LINF_320021100,LINF_330005500,LINF_330016500,LINF_340025100,LINF_350042100,LINF_350049700,LINF_350049800,LINF_360036500,LINF_360043000,LINF_360046700,LINF_360058600,LINF_360063600,LINF_360067500,	2.3	1.22	2.04	0.00227744813622	0.0136646888173	0.218635021077
GO:0005737	cytoplasm	2045	51	LINF_010009200,LINF_010009300,LINF_030012400,LINF_030014900,LINF_040008500,LINF_070013700,LINF_080017300,LINF_100007000,LINF_120016900,LINF_130017000,LINF_130017200,LINF_130017300,LINF_140012800,LINF_180012600,LINF_180017000,LINF_180017600,LINF_180017700,LINF_190005100,LINF_200008100,LINF_210023000,LINF_230008700,LINF_240026900,LINF_240027000,LINF_240027300,LINF_240027800,LINF_250027000,LINF_260006600,LINF_260006700,LINF_260007400,LINF_260023800,LINF_260032800,LINF_270005700,LINF_270017500,LINF_270026200,LINF_280034700,LINF_280034800,LINF_290023500,LINF_290031500,LINF_290032800,LINF_300019600,LINF_300035000,LINF_300035200,LINF_330016500,LINF_340025100,LINF_350042100,LINF_350049700,LINF_350049800,LINF_360036500,LINF_360043000,LINF_360058600,LINF_360063600,	2.5	1.33	1.77	0.00484013805246	0.0273325442963	0.464653253036
GO:0022625	cytosolic large ribosomal subunit	8	2	LINF_260006600,LINF_260006700,	25.0	13.33	17.81	0.00904806627076	0.045716545368	0.868614361992
GO:0022626	cytosolic ribosome	8	2	LINF_260006600,LINF_260006700,	25.0	13.33	17.81	0.00904806627076	0.045716545368	0.868614361992
GO:0000815	ESCRT III complex	2	1	LINF_290032800,	50.0	26.66	52.9	0.0371547571137	0.178342834146	1.0
